Family,Species,Author,Information,Occurrence,"Common names",Abundance,"Max. Length",Maturity,Remark,Picture
Butidae,"Oxyeleotris stagnicola","Allen, Hortle & Renyaan, 2000"," Fr",endemic,,,"4.20 cm SL male/unsexed ",,"Known only from the type locality, Cross Levee Road, Timika Region, New Guinea.","No picture yet."
Butidae,"Oxyeleotris urophthalmoides","(Bleeker, 1853)"," Fr",native,,,"19.80 cm TL male/unsexed ",,"Known from Sumatra and Borneo.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Oxuro_u1.jpg"", ""Open image"")"
Butidae,"Oxyeleotris urophthalmus","(Bleeker, 1851)"," Fr",native," Belunguran hitam (Malay)",,"28.00 cm TL male/unsexed ",,"Known from Sumatra and Borneo.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Oxuro_u0.jpg"", ""Open image"")"
Butidae,"Oxyeleotris wisselensis","Allen & Boeseman, 1982"," Fr, B",endemic,,,"11.50 cm SL male/unsexed ",,"Known from Wissel Lake and its tributary streams in Irian Jaya. Also found in Tage and Tigi lakes and their outlet streams as well as the Dimija River between Paniai and Tage lakes. Apparently absent from Paniai Lake. Utilized as bait for crayfish.","No picture yet."
Butidae,"Prionobutis dasyrhynchus","(Günther, 1868)"," Fr",native,,,"6.50 cm TL male/unsexed ",,"Known from western Borneo.","No picture yet."
Bythitidae,"Brosmophyciops pautzkei","Schultz, 1960"," M",native,,,"7.50 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands, Maumere Bay, Komodo and Pulau Bintan; with an Indonesian distribution from Papua to Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Brpau_u0.jpg"", ""Open image"")"
Bythitidae,"Ematops randalli","(Cohen & Wourms, 1976)"," M",native,,,"4.20 cm SL male/unsexed ",,"Recorded from Maumere Bay (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Miran_u0.jpg"", ""Open image"")"
Bythitidae,"Grammonus thielei","Nielsen & Cohen, 2004"," M",native,,,"18.00 cm TL male/unsexed ;15.00 cm TL female ",,"Type locality, 35 meters inside a limestone cave in Tomia, off southeastern Sulawesi (ZMUC P771359, 8.7 cm SL, male); hand caught, about 25 meters, July 2002 (Ref. 56143).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grthi_u2.jpg"", ""Open image"")"
Bythitidae,"Microbrotula bentleyi","Anderson, 2005"," M",native,,,"4.00 cm SL male/unsexed ;4.07 cm SL female ",,"Known from Ambon Island and Sulawesi Island at Manado (Ref. 54832). Also in Molucca Islands (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Miben_f0.gif"", ""Open image"")"
Bythitidae,"Microbrotula geraldalleni","Schwarzhans & Nielsen, 2012"," M",native,,,"4.10 cm SL male/unsexed ",,"Type locality.","No picture yet."
Callanthiidae,"Grammatonotus roseus","(Günther, 1880)"," M",native," Rose groppo (English)",,"6.46 cm SL male/unsexed ",,"Type locality of Grammatonotus roseus, off Kai Is., BMNH 1879.5.14.10 (lectotype, 6.46 cm SL) (Ref. 111873).","No picture yet."
Callionymidae,"Anaora tentaculata","Gray, 1835"," M",native," Leafy dragonet (English)",,"6.00 cm TL male/unsexed ",,"Type locality: Ambon (Ref. 48636). Known from Moluccas.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Anten_u0.jpg"", ""Open image"")"
Callionymidae,"Bathycallionymus kaianus","(Günther, 1880)"," M",native,,,"16.00 cm SL male/unsexed ",,"Reported from Banda Sea (Ref. 11230). Kai Islands/Maluku (Ref. 75992).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Bakai_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus amboina","Suwardji, 1965"," M",endemic," Ambon darter dragonet (English), Ambon dragonet (English)",,"4.20 cm TL male/unsexed ",,"Type locality, Amboina, ZMUC P64109 (holotype of Callionymus amboina) (Ref. 75992). Endemic to Moluccas (Ref. 47567).","No picture yet."
Callionymidae,"Callionymus annulatus","Weber, 1913"," M",native," Big-head dragonet (English)",,"6.50 cm TL male/unsexed ",,"Type locality: south coast of Timor (Ref. 46206). Also recorded from Maumere Bay; with an Indonesian distribution from Timor to Bali (Ref. 47567).","No picture yet."
Callionymidae,"Callionymus bleekeri","Fricke, 1983"," M",endemic," Bleeker's deepwater dragonet (English)",,,,"Type locality of Callionymus bleekeri Java (Ref. 96973). Endemic accoring to Ref. 47567.","No picture yet."
Callionymidae,"Callionymus brevianalis","Fricke, 1983"," M",native,,,"2.08 cm SL male/unsexed ",,"Museum: Hawaii I., Marchesa Bay, Batanta Inlet, NW tip of Irian Jaya, USNM 243038 (holotype, 2.08 cm SL, male) (Ref. 27315). Also Ref. 75992. Also Known from West Papua (Ref. 90102).","No picture yet."
Callionymidae,"Callionymus delicatulus","Smith, 1963"," M",native,,,"6.70 cm TL male/unsexed ",,"Recorded from Maumere Bay and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cadel_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus enneactis","Bleeker, 1879"," M",native," Little sand-dragonet (English), Ocelled sand-dragonet (English), Split-fin sand-dragonet (English)",,"8.00 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands, Maumere Bay and Komodo; with an Indonesian distribution from Papua to Java (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Caenn_u2.jpg"", ""Open image"")"
Callionymidae,"Callionymus filamentosus","Valenciennes, 1837"," M",native,,,"20.00 cm TL male/unsexed ",,"From southwest Sumatra to Timor Sea. With an Indonesian distribution from Papua to Sumatra (Ref. 47567). Museum: SF P512-1984-001 (TGT1578). Nias; Sumatera; Java; Sulawesi; Timor; Maluku (Ref. 75992).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cafil_u4.jpg"", ""Open image"")"
Callionymidae,"Callionymus hindsii","Richardson, 1844"," M",native,,,"9.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cahin_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus japonicus","Houttuyn, 1782"," M",native,,,"20.00 cm SL male/unsexed ",,"From southwest Sumatra to Bali Strait. Museum: SF P513-1984-002 (TGT2607).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cajap_u3.jpg"", ""Open image"")"
Callionymidae,"Callionymus keeleyi","Fowler, 1941"," M",native,,,,,"With an Indonesian distribution from Papua to Kai Islands (Ref. 47567). Also Ref. 75992.","No picture yet."
Callionymidae,"Callionymus macdonaldi","Ogilby, 1911"," Br, M",native,,,"5.98 cm SL male/unsexed ;8.10 cm SL female ",,"Known from Irian Jaya (Ref. 75992).","No picture yet."
Callionymidae,"Callionymus margaretae","Regan, 1905"," M",questionable," Margaret's dragonet (English)",,"16.00 cm TL male/unsexed ",,"Reported from Gilimanuk, Bali (Ref. 48636). Outside distributional range, occurrence needs verification.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Camar_f2.gif"", ""Open image"")"
Callionymidae,"Callionymus melanotopterus","Bleeker, 1850"," Br, M",native,,,"7.84 cm SL male/unsexed ",,"Found in Sumatra, Borneo, Java and Sulawesi, in estuaries (Ref. 7050). Type locality: Batavia (Jakarta) (Ref. 30501). Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Camel_u4.gif"", ""Open image"")"
Callionymidae,"Callionymus meridionalis","Suwardji, 1965"," M",native,,,"10.80 cm SL male/unsexed ",,"From Bali Strait to Timor Sea. Museum: BMNH 1982.8.11:1-2 (TGT1800). Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Camer_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus mortenseni","Suwardji, 1965"," M",native,,,,,"Museum: near Tual, Kei Islands, ZMUC P64104 (holotype) (Ref. 30501, 40966, 75992).","No picture yet."
Callionymidae,"Callionymus neptunius","(Seale, 1910)"," M",native," Long-tail dragonet (English)",,"13.00 cm TL male/unsexed ",,"Recorded from Bali; with an Indonesian distribution from Papua to Bali (Ref. 47567). Also Ref. 90102.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Canep_m2.jpg"", ""Open image"")"
Callionymidae,"Callionymus obscurus","Fricke, 1989"," M",native,,,"2.50 cm TL male/unsexed ",,"Type locality: Latuhalat, Ambon Island, Molucca Islands (Ref. 40966, 90102, 75992).","No picture yet."
Callionymidae,"Callionymus pleurostictus","Fricke, 1982"," M",native,,,"2.30 cm SL male/unsexed ",,"Recorded from Raja Ampat Islands and Komodo (Ref. 47567). Also known from Molucca and Kei islands, and West Papua (Ref. 90102). Also Ref. 43239.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Caple_u4.jpg"", ""Open image"")"
Callionymidae,"Callionymus sagitta","Pallas, 1770"," M",native,,,"11.00 cm TL male/unsexed ",,"Sumatera; Bangka; Java; Sumbawa; Kalimantan; Sulawesi (Ref. 75992).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Casag_u0.gif"", ""Open image"")"
Callionymidae,"Callionymus schaapii","Bleeker, 1852"," M",native," Short-snout sand-dragonet (English)",,"6.50 cm TL male/unsexed ",,"Type locality: Banka (Bangka). Also recorded from Maumere Bay; with an Indonesian distribution from Flores to Sumatra (Ref. 47567). Ref. 48636, 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Casch_u8.jpg"", ""Open image"")"
Callionymidae,"Callionymus semeiophor","Fricke, 1983"," M",native,,,"11.30 cm SL male/unsexed ",,"From Bali Strait to Timor Sea. Museum: NTM S.10764-001 (TGT3044). Also Ref. 75992, 96973.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Casem_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus simplicicornis","Valenciennes, 1837"," M",native," Blue-spotted sand-dragonet (English)",,"6.00 cm TL male/unsexed ",,"Recorded from Maumere Bay, Flores (Ref. 47567). Also Ref. 90102.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Casim_u2.jpg"", ""Open image"")"
Callionymidae,"Callionymus superbus","Fricke, 1983"," M",native," Proud dragonet (English), Superb dragonet (English)",,"30.00 cm TL male/unsexed ",,"Endemic: Moluccas to Sulawesi (Ref. 47567). From Bali Strait to Timor Sea. Museum: SF P509-018 (TGT1220). Also known from Sumatra and Molucca Islands (Ref. 90102). Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Casup_u0.jpg"", ""Open image"")"
Callionymidae,"Callionymus whiteheadi","Fricke, 1981"," M",native,,,,,"Known from southwest Sumatra to Bali Strait. Museum: BMNH 1980.11.25:2 (TGT (PJPW) 460). Also Ref. 75992, 96973.","No picture yet."
Callionymidae,"Callionymus zythros","Fricke, 2000"," M",native,,,"9.30 cm TL male/unsexed ",,"Known from Raja Ampat Islands (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Caspp_uj.jpg"", ""Open image"")"
Callionymidae,"Dactylopus dactylopus","(Valenciennes, 1837)"," M",native," Ikan terbang (Malay), Fingered dragonet (English)",,"30.00 cm TL male/unsexed ",,"Based on Photo by J.E. Randall. Ambon Bay. Remark: Poka. Recorded from Bali, Maumere Bay and Pulau Seribu, with an Indonesian distribution from Moluccas to Bali (Ref. 47567). Also Ref. 48636, 90102, 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Dadac_u0.jpg"", ""Open image"")"
Callionymidae,"Dactylopus kuiteri","(Fricke, 1992)"," M",native," Orange-black dragonet (English)",,"15.00 cm TL male/unsexed ",,"Ranges from Bali to Flores and north to the Moluccan seas (Ref. 48636). Type locality: Bay of Maumere, Flores (Ref. 35443). Also known from Alor (Ref. 90102). Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Dakui_j1.jpg"", ""Open image"")"
Callionymidae,"Diplogrammus goramensis","(Bleeker, 1858)"," M",native," Goram dragonet (English)",,"10.00 cm TL male/unsexed ",,"Type locality: Goram (Ref. 48636). Recorded from Maumere Bay; with an Indonesian distribution from Moluccas to Flores (Ref. 47567). Known from Weh Island, Sumatra to West Papua (Ref. 90102). Also from Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Digor_u2.jpg"", ""Open image"")"
Callionymidae,"Diplogrammus xenicus","(Jordan & Thompson, 1914)"," M",native,,,"8.00 cm SL male/unsexed ",,"Recorded from Pulau Weh, Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Dixen_u2.jpg"", ""Open image"")"
Callionymidae,"Eleutherochir opercularis","(Valenciennes, 1837)"," Br, M",native," Flat-head dragonet (English)",,"11.00 cm TL male/unsexed ",,"Known from Java, Bali, Sulawesi and Moluccas. With an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636, 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Elope_u0.gif"", ""Open image"")"
Callionymidae,"Synchiropus altivelis","(Temminck & Schlegel, 1845)"," M",native,,,"17.00 cm SL male/unsexed ;13.00 cm SL female ",,"From southwest Sumatra to Bali Strait. Museum: AMS I.22828-011. Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Syalt_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus bartelsi","Fricke, 1981"," M",native," Bartel's dragonet (English)",,"4.50 cm TL male/unsexed ",,"Recorded from Bali and Maumere Bay; with an Indonesian distribution from Papua to Bali and Sulawesi (Ref. 47567). Also Ref. 90102, 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Symoy_u1.jpg"", ""Open image"")"
Callionymidae,"Synchiropus circularis","Fricke, 1984"," M",native,,,"2.30 cm SL male/unsexed ",,"Known from Bali (Ref. 111072).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sycir_m0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus delandi","Fowler, 1943"," M",native,,,"15.68 cm SL male/unsexed ",,"Museum: Mabul Island, Sibuko Bay, Borneo, USNM 99524 (holotype) (Ref. 30501, 40966).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sydel_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus grinnelli","Fowler, 1941"," M",native," Philippines dragonet (English)",,"6.50 cm TL male/unsexed ",,"Recorded from Maumere Bay, Flores (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sygri_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus laddi","Schultz, 1960"," M",native," Ladd's dragonet (English)",,"3.00 cm TL male/unsexed ",,"Recorded from Maumere Bay, Flores (Ref. 47567). Also Ref. 48636.","No picture yet."
Callionymidae,"Synchiropus lineolatus","(Valenciennes, 1837)"," M",native,,,"5.30 cm SL male/unsexed ",,"Java, Indonesia (Ref. 75992).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sylin_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus morrisoni","Schultz, 1960"," M, B",native," Morrison's dragonet (English)",,"8.00 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands, Manado and vicinity and Sangalakki Island (Ref. 47567); from Sulawesi and West Papua (Ref. 90102). Also Ref. 48636, 75992, 111072. In range Ref. 2334.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Symor_f0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus moyeri","Zaiser & Fricke, 1985"," M",native," Moyer's dragonet (English)",,"7.50 cm TL male/unsexed ",,"With an Indonesian distribution from Papua to Bali (Ref. 47567, 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Symoy_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus ocellatus","(Pallas, 1770)"," M",native," Mandarin-fish (English)",,"8.90 cm TL male/unsexed ",,"Type locality of Callionymus ocellatus, Ambon (Ref. 48636). Recorded from Raja Ampat Islands, Bali, Komodo and Manado and vicinity; with an Indonesian distribution from Papua to Komodo (Ref. 47567). Also known from north-eastern Kalimantan (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Syoce_ue.jpg"", ""Open image"")"
Callionymidae,"Synchiropus picturatus","(Peters, 1877)"," M",native," Mandarinfish (Malay), Picture dragonet (English), Psychedelic fish (English)",,"7.00 cm TL male/unsexed ",,"Known from eastern Indonesia (Ref. 9710). Known from Bali to West Papua (Ref. 90102). Also Ref. 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sypic_u3.jpg"", ""Open image"")"
Callionymidae,"Synchiropus splendidus","(Herre, 1927)"," M, Or",native," Mandarin-fish (English)",,"7.00 cm TL male/unsexed ",,"Known from Flores. In range Ref. 2334. Also recorded from Raja Ampat Islands, Manado and vicinity and Sangalakki Island; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Syspl_u6.jpg"", ""Open image"")"
Callionymidae,"Synchiropus stellatus","Smith, 1963"," M",native," Starry dragonet (English)",,"7.50 cm TL male/unsexed ",,"Recorded from Pulau Weh; with an Indonesian distribution from northern Sumatra (Ref. 47567). Also Ref. 90102, 75992.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Syste_u0.jpg"", ""Open image"")"
Callionymidae,"Synchiropus tudorjonesi","Allen & Erdmann, 2012"," M",native," Redback dragonet (English)",,"4.80 cm TL male/unsexed ",,"Known from Bali, Sulawesi, and Cenderawasih Bay, West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sytud_m0.jpg"", ""Open image"")"
Carangidae,"Alectis ciliaris","(Bloch, 1787)"," M, Fi, Sp",native," Rambeu mando (Aceh), Rambai (Bahasa Indonesia), Threadfin trevally (English), Ikan rambut (Malay), Ikan rambut (Aceh), Itohiki-aji (Aceh), Kwee rambut (Aceh), Nyubba (Bajo), African pompano (English), Pennantfish (English), Jebris (Javanese), Jebus (Javanese), Lowang (Javanese), Kwee rambut (Malay), Kwee rombeh (Malay), Simba lili bonua (Palo)",,"150 cm TL male/unsexed ",,"Found from southwest Sumatra to Timor Sea (Ref. 5978). In range: Ref. 47567. Museum: LPPL JIF192 (TGT2360). Also Ref. 48635.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alcil_u7.jpg"", ""Open image"")"
Carangidae,"Alepes djedaba","(Fabricius, 1775)"," M, Fi",native," Bagat (Bahasa Indonesia), Selar batang (Malay), Bagat laut (Bahasa Indonesia), Gontu (Javanese), Selar bulat (Javanese), Selar iju (Javanese), Selar kuning (Javanese), Bui bui (Makassarese), Longoran (Makassarese)",,"40.00 cm TL male/unsexed ",,"From southwest Sumatra to Timor Sea (Ref. 5978). Museum: LPPL JIF193 (TGT1764). Also Ref. 6567, 47567.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Aldje_u2.jpg"", ""Open image"")"
Carangidae,"Alepes kleinii","(Bloch, 1793)"," Br, M, Fi",native,,,"18.20 cm TL male/unsexed ",,"From southwest Sumatra to Timor Sea, as C. para. Museum: LPPL JIF216 (TGT2120) (Ref. 5978, 127228). Also Ref. 3287, as C. para.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alkle_u0.jpg"", ""Open image"")"
Carangidae,"Alepes melanoptera","(Swainson, 1839)"," Br, M, Fi",native," Selar ubur-ubur (Malay)",,"25.00 cm TL male/unsexed ",,"Found from southwest Sumatra to Bali Strait (Ref. 5978). Also recorded from Pulau Bintan; with an Indonesian distribution from Komodo to Sumatra (Ref. 47567). Museum: ANSP 152028 (TGT2496).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Almel_u3.jpg"", ""Open image"")"
Carangidae,"Alepes vari","(Cuvier, 1833)"," Br, M, Fi",native," Trevally scad (English)",,"61.00 cm TL male/unsexed ",,"Found from Bali Strait to Timor Sea (Ref. 5978). Also recorded from Pulau Bintan; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Museum: LPPL JIF217 (TGT1167). Also Ref. 48635.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Alvar_u3.jpg"", ""Open image"")"
Carangidae,"Atropus armatus","(Forsskål, 1775)"," Br, M, Fi, Sp",native," Round trevally (English), Kwee (Malay), Putihan (Javanese)",,"58.00 cm TL male/unsexed ",,"Also Ref. 6567, 8631, 48635.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Caarm_u2.jpg"", ""Open image"")"
